# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2013-07-12 09:51:29 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03298500 SALT RIVER AT SHEPHERDSVILLE, KY
# -----------------------------------------------------------------------------------
#
# Data provided for site 03298500
#    DD parameter statistic   Description
#    05   00060     00003     Discharge, cubic feet per second (Mean)
#    08   80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#    09   80155     00003     Suspended sediment discharge, tons per day (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	05_00060_00003	05_00060_00003_cd	08_80154_00003	08_80154_00003_cd	09_80155_00003	09_80155_00003_cd
USGS	03298500	1958-11-11	40	A	9	A	1.0	A
USGS	03298500	1958-11-12	50	A	8	A	1.0	A
USGS	03298500	1958-11-13	47	A	10	A	1.0	A
USGS	03298500	1958-11-14	42	A	14	A	2.0	A
USGS	03298500	1958-11-15	212	A	44	A	25	A
USGS	03298500	1958-11-16	380	A	54	A	55	A
USGS	03298500	1958-11-17	242	A	44	A	29	A
USGS	03298500	1958-11-18	258	A	46	A	32	A
USGS	03298500	1958-11-19	736	A	55	A	109	A
USGS	03298500	1958-11-20	931	A	54	A	136	A
USGS	03298500	1958-11-21	537	A	46	A	67	A
USGS	03298500	1958-11-22	375	A	37	A	37	A
USGS	03298500	1958-11-23	310	A	28	A	23	A
USGS	03298500	1958-11-24	258	A	26	A	18	A
USGS	03298500	1958-11-25	216	A	32	A	19	A
USGS	03298500	1958-11-26	192	A	38	A	20	A
USGS	03298500	1958-11-27	167	A	37	A	17	A
USGS	03298500	1958-11-28	170	A	28	A	13	A
USGS	03298500	1958-11-29	206	A	18	A	10	A
USGS	03298500	1958-11-30	274	A	13	A	10	A
USGS	03298500	1958-12-01	400	A	10	A	1.0	A
USGS	03298500	1958-12-02	385	A	20	A	21	A
USGS	03298500	1958-12-03	506	A	14	A	19	A
USGS	03298500	1958-12-04	1540	A	46	A	191	A
USGS	03298500	1958-12-05	2900	A	245	A	1920	A
USGS	03298500	1958-12-06	3550	A	449	A	4300	A
USGS	03298500	1958-12-07	1920	A	133	A	689	A
USGS	03298500	1958-12-08	1190	A	48	A	154	A
USGS	03298500	1958-12-09	877	A	29	A	69	A
USGS	03298500	1958-12-10	600	A	21	A	34	A
USGS	03298500	1958-12-11	450	A	18	A	22	A
USGS	03298500	1958-12-12	350	A	12	A	11	A
USGS	03298500	1958-12-13	300	A	12	A	10	A
USGS	03298500	1958-12-14	250	A	12	A	8.0	A
USGS	03298500	1958-12-15	230	A	10	A	6.0	A
USGS	03298500	1958-12-16	212	A	10	A	6.0	A
USGS	03298500	1958-12-17	202	A	14	A	8.0	A
USGS	03298500	1958-12-18	195	A	9	A	5.0	A
USGS	03298500	1958-12-19	188	A	12	A	6.0	A
USGS	03298500	1958-12-20	198	A	11	A	6.0	A
USGS	03298500	1958-12-21	188	A	13	A	6.0	A
USGS	03298500	1958-12-22	174	A	13	A	6.0	A
USGS	03298500	1958-12-23	181	A	10	A	5.0	A
USGS	03298500	1958-12-24	242	A	8	A	5.0	A
USGS	03298500	1958-12-25	223	A	7	A	4.0	A
USGS	03298500	1958-12-26	188	A	7	A	4.0	A
USGS	03298500	1958-12-27	192	A	10	A	5.0	A
USGS	03298500	1958-12-28	192	A	13	A	7.0	A
USGS	03298500	1958-12-29	184	A	11	A	5.0	A
USGS	03298500	1958-12-30	178	A	10	A	5.0	A
USGS	03298500	1958-12-31	167	A	8	A	4.0	A
USGS	03298500	1959-01-01	556	A	55	A	82	A
USGS	03298500	1959-01-02	2160	A	138	A	805	A
USGS	03298500	1959-01-03	1740	A	116	A	545	A
USGS	03298500	1959-01-04	1650	A	35	A	156	A
USGS	03298500	1959-01-05	500	A	16	A	22	A
USGS	03298500	1959-01-06	400	A	12	A	13	A
USGS	03298500	1959-01-07	470	A	8	A	10	A
USGS	03298500	1959-01-08	551	A	8	A	12	A
USGS	03298500	1959-01-09	450	A	4	A	5.0	A
USGS	03298500	1959-01-10	350	A	3	A	3.0	A
USGS	03298500	1959-01-11	284	A	2	A	2.0	A
USGS	03298500	1959-01-12	254	A	3	A	2.0	A
USGS	03298500	1959-01-13	274	A	6	A	4.0	A
USGS	03298500	1959-01-14	310	A	9	A	8.0	A
USGS	03298500	1959-01-15	1970	A	162	A	862	A
USGS	03298500	1959-01-16	6370	A	698	A	12000	A
USGS	03298500	1959-01-17	3500	A	255	A	2410	A
USGS	03298500	1959-01-18	2000	A	110	A	600	A
USGS	03298500	1959-01-19	1460	A	40	A	158	A
USGS	03298500	1959-01-20	8570	A	468	A	10800	A
USGS	03298500	1959-01-21	23600	A	1390	A	88600	A
USGS	03298500	1959-01-22	28400	A	1170	A	89700	A
USGS	03298500	1959-01-23	20400	A	852	A	46900	A
USGS	03298500	1959-01-24	9590	A	365	A	9450	A
USGS	03298500	1959-01-25	5080	A	160	A	2190	A
USGS	03298500	1959-01-26	1680	A	80	A	363	A
USGS	03298500	1959-01-27	1380	A	48	A	179	A
USGS	03298500	1959-01-28	2410	A	31	A	202	A
USGS	03298500	1959-01-29	2710	A	28	A	205	A
USGS	03298500	1959-01-30	3050	A	31	A	255	A
USGS	03298500	1959-01-31	2440	A	29	A	191	A
USGS	03298500	1959-02-01	2030	A	48	A	263	A
USGS	03298500	1959-02-02	1310	A	65	A	230	A
USGS	03298500	1959-02-03	778	A	40	A	84	A
USGS	03298500	1959-02-04	1120	A	73	A	221	A
USGS	03298500	1959-02-05	1440	A	72	A	280	A
USGS	03298500	1959-02-06	1140	A	53	A	163	A
USGS	03298500	1959-02-07	922	A	32	A	80	A
USGS	03298500	1959-02-08	850	A	25	A	57	A
USGS	03298500	1959-02-09	823	A	32	A	71	A
USGS	03298500	1959-02-10	1190	A	125	A	402	A
USGS	03298500	1959-02-11	2490	A	438	A	2940	A
USGS	03298500	1959-02-12	1840	A	279	A	1390	A
USGS	03298500	1959-02-13	1900	A	194	A	995	A
USGS	03298500	1959-02-14	4120	A	358	A	3980	A
USGS	03298500	1959-02-15	10200	A	905	A	24900	A
USGS	03298500	1959-02-16	6320	A	380	A	6480	A
USGS	03298500	1959-02-17	3350	A	133	A	1200	A
USGS	03298500	1959-02-18	2390	A	73	A	471	A
USGS	03298500	1959-02-19	1880	A	48	A	244	A
USGS	03298500	1959-02-20	1870	A	33	A	167	A
USGS	03298500	1959-02-21	1680	A	33	A	150	A
USGS	03298500	1959-02-22	1330	A	35	A	126	A
USGS	03298500	1959-02-23	1870	A	92	A	464	A
USGS	03298500	1959-02-24	2600	A	179	A	1260	A
USGS	03298500	1959-02-25	1870	A	120	A	606	A
USGS	03298500	1959-02-26	1480	A	51	A	204	A
USGS	03298500	1959-02-27	1260	A	34	A	116	A
USGS	03298500	1959-02-28	1110	A	30	A	90	A
USGS	03298500	1959-03-01	1530	A	40	A	165	A
USGS	03298500	1959-03-02	1680	A	38	A	172	A
USGS	03298500	1959-03-03	1440	A	33	A	128	A
USGS	03298500	1959-03-04	1240	A	22	A	74	A
USGS	03298500	1959-03-05	1120	A	33	A	100	A
USGS	03298500	1959-03-06	3090	A	357	A	2980	A
USGS	03298500	1959-03-07	3310	A	408	A	3650	A
USGS	03298500	1959-03-08	2150	A	137	A	795	A
USGS	03298500	1959-03-09	1780	A	80	A	384	A
USGS	03298500	1959-03-10	1650	A	39	A	174	A
USGS	03298500	1959-03-11	1470	A	38	A	151	A
USGS	03298500	1959-03-12	1530	A	25	A	103	A
USGS	03298500	1959-03-13	1620	A	22	A	96	A
USGS	03298500	1959-03-14	1470	A	25	A	99	A
USGS	03298500	1959-03-15	1300	A	41	A	144	A
USGS	03298500	1959-03-16	1080	A	27	A	79	A
USGS	03298500	1959-03-17	922	A	16	A	40	A
USGS	03298500	1959-03-18	787	A	13	A	28	A
USGS	03298500	1959-03-19	696	A	14	A	26	A
USGS	03298500	1959-03-20	640	A	21	A	36	A
USGS	03298500	1959-03-21	656	A	27	A	48	A
USGS	03298500	1959-03-22	616	A	23	A	38	A
USGS	03298500	1959-03-23	530	A	19	A	27	A
USGS	03298500	1959-03-24	530	A	20	A	29	A
USGS	03298500	1959-03-25	470	A	22	A	28	A
USGS	03298500	1959-03-26	464	A	25	A	31	A
USGS	03298500	1959-03-27	787	A	32	A	68	A
USGS	03298500	1959-03-28	832	A	29	A	65	A
USGS	03298500	1959-03-29	632	A	24	A	41	A
USGS	03298500	1959-03-30	696	A	22	A	41	A
USGS	03298500	1959-03-31	656	A	20	A	35	A
USGS	03298500	1959-04-01	632	A	24	A	41	A
USGS	03298500	1959-04-02	1630	A	160	A	700	A
USGS	03298500	1959-04-03	1850	A	175	A	874	A
USGS	03298500	1959-04-04	1300	A	71	A	249	A
USGS	03298500	1959-04-05	967	A	29	A	76	A
USGS	03298500	1959-04-06	787	A	27	A	51	A
USGS	03298500	1959-04-07	648	A	32	A	56	A
USGS	03298500	1959-04-08	565	A	26	A	40	A
USGS	03298500	1959-04-09	518	A	24	A	34	A
USGS	03298500	1959-04-10	544	A	25	A	37	A
USGS	03298500	1959-04-11	728	A	23	A	45	A
USGS	03298500	1959-04-12	841	A	23	A	52	A
USGS	03298500	1959-04-13	1140	A	22	A	68	A
USGS	03298500	1959-04-14	1110	A	25	A	75	A
USGS	03298500	1959-04-15	940	A	27	A	68	A
USGS	03298500	1959-04-16	712	A	26	A	50	A
USGS	03298500	1959-04-17	572	A	28	A	43	A
USGS	03298500	1959-04-18	518	A	26	A	36	A
USGS	03298500	1959-04-19	586	A	25	A	40	A
USGS	03298500	1959-04-20	664	A	22	A	39	A
USGS	03298500	1959-04-21	616	A	27	A	45	A
USGS	03298500	1959-04-22	500	A	25	A	34	A
USGS	03298500	1959-04-23	428	A	19	A	22	A
USGS	03298500	1959-04-24	370	A	20	A	20	A
USGS	03298500	1959-04-25	328	A	20	A	18	A
USGS	03298500	1959-04-26	292	A	21	A	16	A
USGS	03298500	1959-04-27	270	A	20	A	14	A
USGS	03298500	1959-04-28	266	A	23	A	16	A
USGS	03298500	1959-04-29	270	A	24	A	17	A
USGS	03298500	1959-04-30	246	A	24	A	16	A
USGS	03298500	1959-05-01	238	A	12	A	8.0	A
USGS	03298500	1959-05-02	226	A	23	A	14	A
USGS	03298500	1959-05-03	206	A	17	A	9.0	A
USGS	03298500	1959-05-04	178	A	17	A	8.0	A
USGS	03298500	1959-05-05	160	A	14	A	6.0	A
USGS	03298500	1959-05-06	142	A	16	A	6.0	A
USGS	03298500	1959-05-07	125	A	19	A	6.0	A
USGS	03298500	1959-05-08	107	A	20	A	6.0	A
USGS	03298500	1959-05-09	90	A	19	A	5.0	A
USGS	03298500	1959-05-10	82	A	20	A	4.0	A
USGS	03298500	1959-05-11	75	A	24	A	5.0	A
USGS	03298500	1959-05-12	75	A	25	A	5.0	A
USGS	03298500	1959-05-13	150	A	29	A	12	A
USGS	03298500	1959-05-14	1120	A	110	A	380	A
USGS	03298500	1959-05-15	886	A	87	A	208	A
USGS	03298500	1959-05-16	410	A	48	A	53	A
USGS	03298500	1959-05-17	279	A	55	A	41	A
USGS	03298500	1959-05-18	230	A	58	A	36	A
USGS	03298500	1959-05-19	216	A	52	A	30	A
USGS	03298500	1959-05-20	250	A	42	A	28	A
USGS	03298500	1959-05-21	324	A	54	A	47	A
USGS	03298500	1959-05-22	422	A	63	A	72	A
USGS	03298500	1959-05-23	434	A	51	A	60	A
USGS	03298500	1959-05-24	342	A	43	A	40	A
USGS	03298500	1959-05-25	250	A	40	A	27	A
USGS	03298500	1959-05-26	230	A	38	A	24	A
USGS	03298500	1959-05-27	384	A	69	A	72	A
USGS	03298500	1959-05-28	1220	A	226	A	744	A
USGS	03298500	1959-05-29	544	A	93	A	136	A
USGS	03298500	1959-05-30	306	A	63	A	52	A
USGS	03298500	1959-05-31	223	A	37	A	22	A
USGS	03298500	1959-06-01	212	A	43	A	25	A
USGS	03298500	1959-06-02	374	A	83	A	84	A
USGS	03298500	1959-06-03	966	A	181	A	472	A
USGS	03298500	1959-06-04	262	A	50	A	35	A
USGS	03298500	1959-06-05	156	A	40	A	17	A
USGS	03298500	1959-06-06	153	A	45	A	19	A
USGS	03298500	1959-06-07	640	A	140	A	242	A
USGS	03298500	1959-06-08	250	A	93	A	63	A
USGS	03298500	1959-06-09	139	A	100	A	38	A
USGS	03298500	1959-06-10	92	A	102	A	25	A
USGS	03298500	1959-06-11	70	A	74	A	14	A
USGS	03298500	1959-06-12	54	A	72	A	10	A
USGS	03298500	1959-06-13	44	A	74	A	9.0	A
USGS	03298500	1959-06-14	36	A	60	A	6.0	A
USGS	03298500	1959-06-15	31	A	39	A	3.0	A
USGS	03298500	1959-06-16	26	A	19	A	1.0	A
USGS	03298500	1959-06-17	24	A	20	A	1.0	A
USGS	03298500	1959-06-18	20	A	20	A	1.0	A
USGS	03298500	1959-06-19	18	A	15	A	1.0	A
USGS	03298500	1959-06-20	15	A	37	A	1.0	A
USGS	03298500	1959-06-21	13	A	30	A	1.0	A
USGS	03298500	1959-06-22	12	A	25	A	1.0	A
USGS	03298500	1959-06-23	11	A	27	A	1.0	A
USGS	03298500	1959-06-24	13	A	30	A	1.0	A
USGS	03298500	1959-06-25	14	A	32	A	1.0	A
USGS	03298500	1959-06-26	16	A	30	A	1.0	A
USGS	03298500	1959-06-27	15	A	47	A	2.0	A
USGS	03298500	1959-06-28	13	A	50	A	2.0	A
USGS	03298500	1959-06-29	11	A	45	A	1.0	A
USGS	03298500	1959-06-30	9.0	A	39	A	1.0	A
USGS	03298500	1959-07-01	8.1	A	31	A	1.0	A
USGS	03298500	1959-07-02	6.4	A	35	A	1.0	A
USGS	03298500	1959-07-03	4.8	A	34	A	0.00	A
USGS	03298500	1959-07-04	3.5	A	39	A	0.00	A
USGS	03298500	1959-07-05	3.5	A	55	A	1.0	A
USGS	03298500	1959-07-06	2.6	A	60	A	0.00	A
USGS	03298500	1959-07-07	2.0	A	62	A	0.00	A
USGS	03298500	1959-07-08	1.7	A	48	A	0.00	A
USGS	03298500	1959-07-09	1.7	A	49	A	0.00	A
USGS	03298500	1959-07-10	1.7	A	35	A	0.00	A
USGS	03298500	1959-07-11	3.5	A	32	A	0.00	A
USGS	03298500	1959-07-12	15	A	34	A	1.0	A
USGS	03298500	1959-07-13	12	A	32	A	1.0	A
USGS	03298500	1959-07-14	8.1	A	35	A	1.0	A
USGS	03298500	1959-07-15	4.8	A	38	A	0.00	A
USGS	03298500	1959-07-16	2.6	A	37	A	0.00	A
USGS	03298500	1959-07-17	2.0	A	37	A	0.00	A
USGS	03298500	1959-07-18	1.7	A	45	A	0.00	A
USGS	03298500	1959-07-19	2.3	A	44	A	0.00	A
USGS	03298500	1959-07-20	2.6	A	43	A	0.00	A
USGS	03298500	1959-07-21	2.6	A	34	A	0.00	A
USGS	03298500	1959-07-22	3.5	A	29	A	0.00	A
USGS	03298500	1959-07-23	21	A	39	A	2.0	A
USGS	03298500	1959-07-24	440	A	98	A	116	A
USGS	03298500	1959-07-25	452	A	101	A	123	A
USGS	03298500	1959-07-26	1320	A	198	A	702	A
USGS	03298500	1959-07-27	510	A	150	A	206	A
USGS	03298500	1959-07-28	1070	A	618	A	1780	A
USGS	03298500	1959-07-29	920	A	998	A	2480	A
USGS	03298500	1959-07-30	216	A	500	A	292	A
USGS	03298500	1959-07-31	234	A	318	A	201	A
USGS	03298500	1959-08-01	206	A	218	A	121	A
USGS	03298500	1959-08-02	150	A	146	A	59	A
USGS	03298500	1959-08-03	107	A	104	A	30	A
USGS	03298500	1959-08-04	78	A	86	A	18	A
USGS	03298500	1959-08-05	85	A	66	A	15	A
USGS	03298500	1959-08-06	150	A	65	A	26	A
USGS	03298500	1959-08-07	125	A	53	A	18	A
USGS	03298500	1959-08-08	62	A	41	A	7.0	A
USGS	03298500	1959-08-09	40	A	39	A	4.0	A
USGS	03298500	1959-08-10	32	A	40	A	3.0	A
USGS	03298500	1959-08-11	32	A	37	A	3.0	A
USGS	03298500	1959-08-12	32	A	38	A	3.0	A
USGS	03298500	1959-08-13	23	A	33	A	2.0	A
USGS	03298500	1959-08-14	21	A	13	A	1.0	A
USGS	03298500	1959-08-15	20	A	14	A	1.0	A
USGS	03298500	1959-08-16	21	A	19	A	1.0	A
USGS	03298500	1959-08-17	34	A	21	A	2.0	A
USGS	03298500	1959-08-18	46	A	22	A	3.0	A
USGS	03298500	1959-08-19	47	A	20	A	2.0	A
USGS	03298500	1959-08-20	47	A	17	A	2.0	A
USGS	03298500	1959-08-21	47	A	21	A	3.0	A
USGS	03298500	1959-08-22	40	A	38	A	4.0	A
USGS	03298500	1959-08-23	33	A	35	A	3.0	A
USGS	03298500	1959-08-24	33	A	37	A	3.0	A
USGS	03298500	1959-08-25	32	A	36	A	3.0	A
USGS	03298500	1959-08-26	27	A	36	A	3.0	A
USGS	03298500	1959-08-27	24	A	36	A	2.0	A
USGS	03298500	1959-08-28	25	A	34	A	2.0	A
USGS	03298500	1959-08-29	33	A	29	A	2.0	A
USGS	03298500	1959-08-30	76	A	35	A	7.0	A
USGS	03298500	1959-08-31	262	A	30	A	21	A
USGS	03298500	1959-09-01	254	A	51	A	35	A
USGS	03298500	1959-09-02	422	A	87	A	99	A
USGS	03298500	1959-09-03	230	A	100	A	62	A
USGS	03298500	1959-09-04	110	A	80	A	24	A
USGS	03298500	1959-09-05	70	A	59	A	11	A
USGS	03298500	1959-09-06	58	A	46	A	7.0	A
USGS	03298500	1959-09-07	41	A	51	A	6.0	A
USGS	03298500	1959-09-08	31	A	46	A	4.0	A
USGS	03298500	1959-09-09	25	A	48	A	3.0	A
USGS	03298500	1959-09-10	21	A	49	A	3.0	A
USGS	03298500	1959-09-11	17	A	38	A	2.0	A
USGS	03298500	1959-09-12	17	A	34	A	2.0	A
USGS	03298500	1959-09-13	16	A	30	A	1.0	A
USGS	03298500	1959-09-14	13	A			1.0	A
USGS	03298500	1959-09-15	11	A			1.0	A
USGS	03298500	1959-09-16	9.0	A			1.0	A
USGS	03298500	1959-09-17	6.4	A			1.0	A
USGS	03298500	1959-09-18	4.8	A	29	A	0.00	A
USGS	03298500	1959-09-19	3.5	A	27	A	0.00	A
USGS	03298500	1959-09-20	3.0	A	30	A	0.00	A
USGS	03298500	1959-09-21	2.6	A	26	A	0.00	A
USGS	03298500	1959-09-22	2.0	A	21	A	0.00	A
USGS	03298500	1959-09-23	2.0	A	18	A	0.00	A
USGS	03298500	1959-09-24	1.4	A	19	A	0.00	A
USGS	03298500	1959-09-25	1.2	A	20	A	0.00	A
USGS	03298500	1959-09-26	1.0	A	21	A	0.00	A
USGS	03298500	1959-09-27	0.90	A	23	A	0.00	A
USGS	03298500	1959-09-28	0.70	A	24	A	0.00	A
USGS	03298500	1959-09-29	0.60	A	25	A	0.00	A
USGS	03298500	1959-09-30	0.60	A	25	A	0.00	A
USGS	03298500	1959-10-01	0.40	A	26	A	0.00	A
USGS	03298500	1959-10-02	0.30	A	33	A	0.00	A
USGS	03298500	1959-10-03	0.30	A	25	A	0.00	A
USGS	03298500	1959-10-04	0.30	A	21	A	0.00	A
USGS	03298500	1959-10-05	0.30	A	16	A	0.00	A
USGS	03298500	1959-10-06	0.70	A	25	A	0.00	A
USGS	03298500	1959-10-07	0.70	A	34	A	0.00	A
USGS	03298500	1959-10-08	35	A	62	A	44	A
USGS	03298500	1959-10-09	2920	A	1300	A	11000	A
USGS	03298500	1959-10-10	484	A	139	A	225	A
USGS	03298500	1959-10-11	174	A	96	A	45	A
USGS	03298500	1959-10-12	101	A	79	A	22	A
USGS	03298500	1959-10-13	70	A	80	A	15	A
USGS	03298500	1959-10-14	125	A	84	A	28	A
USGS	03298500	1959-10-15	310	A	80	A	67	A
USGS	03298500	1959-10-16	184	A	64	A	32	A
USGS	03298500	1959-10-17	101	A	46	A	12	A
USGS	03298500	1959-10-18	66	A	43	A	8.0	A
USGS	03298500	1959-10-19	46	A	52	A	6.0	A
USGS	03298500	1959-10-20	35	A	56	A	5.0	A
USGS	03298500	1959-10-21	31	A	47	A	4.0	A
USGS	03298500	1959-10-22	25	A	56	A	4.0	A
USGS	03298500	1959-10-23	21	A	49	A	3.0	A
USGS	03298500	1959-10-24	22	A	29	A	2.0	A
USGS	03298500	1959-10-25	24	A	38	A	2.0	A
USGS	03298500	1959-10-26	27	A	36	A	3.0	A
USGS	03298500	1959-10-27	41	A	46	A	5.0	A
USGS	03298500	1959-10-28	58	A	41	A	6.0	A
USGS	03298500	1959-10-29	122	A	38	A	12	A
USGS	03298500	1959-10-30	85	A	26	A	6.0	A
USGS	03298500	1959-10-31	60	A	32	A	5.0	A
USGS	03298500	1959-11-01	47	A	32	A	4.0	A
USGS	03298500	1959-11-02	40	A	27	A	3.0	A
USGS	03298500	1959-11-03	35	A	29	A	3.0	A
USGS	03298500	1959-11-04	38	A	22	A	2.0	A
USGS	03298500	1959-11-05	284	A	82	A	97	A
USGS	03298500	1959-11-06	1240	A	188	A	629	A
USGS	03298500	1959-11-07	648	A	97	A	170	A
USGS	03298500	1959-11-08	328	A	74	A	66	A
USGS	03298500	1959-11-09	212	A	51	A	29	A
USGS	03298500	1959-11-10	156	A	41	A	17	A
USGS	03298500	1959-11-11	116	A	34	A	11	A
USGS	03298500	1959-11-12	95	A	31	A	8.0	A
USGS	03298500	1959-11-13	78	A	32	A	7.0	A
USGS	03298500	1959-11-14	88	A	41	A	10	A
USGS	03298500	1959-11-15	468	A	55	A	69	A
USGS	03298500	1959-11-16	446	A	48	A	58	A
USGS	03298500	1959-11-17	254	A	69	A	47	A
USGS	03298500	1959-11-18	188	A	55	A	28	A
USGS	03298500	1959-11-19	146	A	32	A	13	A
USGS	03298500	1959-11-20	122	A	27	A	9.0	A
USGS	03298500	1959-11-21	101	A	24	A	6.0	A
USGS	03298500	1959-11-22	90	A	27	A	6.0	A
USGS	03298500	1959-11-23	630	A	285	A	10900	A
USGS	03298500	1959-11-24	3270	A	1190	A	10500	A
USGS	03298500	1959-11-25	2310	A	342	A	2230	A
USGS	03298500	1959-11-26	1030	A	152	A	423	A
USGS	03298500	1959-11-27	6510	A	1850	A	37800	A
USGS	03298500	1959-11-28	9020	A	795	A	19400	A
USGS	03298500	1959-11-29	3590	A	262	A	2720	A
USGS	03298500	1959-11-30	1610	A	102	A	443	A
USGS	03298500	1959-12-01	1100	A	56	A	166	A
USGS	03298500	1959-12-02	823	A	35	A	78	A
USGS	03298500	1959-12-03	664	A	26	A	47	A
USGS	03298500	1959-12-04	544	A	25	A	37	A
USGS	03298500	1959-12-05	565	A	23	A	35	A
USGS	03298500	1959-12-06	551	A	20	A	30	A
USGS	03298500	1959-12-07	736	A	19	A	38	A
USGS	03298500	1959-12-08	728	A	16	A	31	A
USGS	03298500	1959-12-09	586	A	18	A	28	A
USGS	03298500	1959-12-10	482	A	19	A	25	A
USGS	03298500	1959-12-11	470	A	15	A	19	A
USGS	03298500	1959-12-12	6300	A	552	A	11900	A
USGS	03298500	1959-12-13	11600	A	585	A	18300	A
USGS	03298500	1959-12-14	7290	A	178	A	3780	A
USGS	03298500	1959-12-15	2750	A	91	A	676	A
USGS	03298500	1959-12-16	1920	A	56	A	290	A
USGS	03298500	1959-12-17	1720	A	58	A	284	A
USGS	03298500	1959-12-18	7650	A	362	A	7820	A
USGS	03298500	1959-12-19	6210	A	204	A	3420	A
USGS	03298500	1959-12-20	2900	A	102	A	832	A
USGS	03298500	1959-12-21	2020	A	48	A	262	A
USGS	03298500	1959-12-22	1560	A	31	A	130	A
USGS	03298500	1959-12-23	1240	A	20	A	67	A
USGS	03298500	1959-12-24	1030	A	17	A	47	A
USGS	03298500	1959-12-25	886	A	17	A	41	A
USGS	03298500	1959-12-26	787	A	13	A	28	A
USGS	03298500	1959-12-27	769	A	14	A	29	A
USGS	03298500	1959-12-28	5080	A	551	A	8820	A
USGS	03298500	1959-12-29	5440	A	329	A	5180	A
USGS	03298500	1959-12-30	3010	A	146	A	1190	A
USGS	03298500	1959-12-31	2200	A	74	A	440	A
USGS	03298500	1960-01-01	1790	A	36	A	174	A
